AREA_CD,LOCATION,TITLE,RATING,FOOD_CATEGORY,VIEW_COUNT,REVIEW_COUNT,CATEGORY,NO,AREA_NM,PLACE_LOCATION,RELATION1,RELATION2,RELATION3
POI005,,,,,,,관광특구,5,잠실 관광특구,키자니아,0,2,0
POI005,,,,,,,관광특구,5,잠실 관광특구,롯데월드 아쿠아리움,1,2,3
POI005,,,,,,,관광특구,5,잠실 관광특구,롯데월드 아이스링크,1,2,3
POI006,,,,,,,관광특구,6,종로·청계 관광특구,다이나믹메이즈 ,1,2,3
POI006,,,,,,,관광특구,6,종로·청계 관광특구,아라아트센터,1,2,3
POI006,,,,,,,관광특구,6,종로·청계 관광특구,박물관은 살아있다 실내 테마파크,1,2,3
POI007,,,,,,,관광특구,7,홍대,코코넛 박스,1,2,3
POI007,,,,,,,관광특구,7,홍대,카카오프렌즈 스토어,1,2,3
POI007,,,,,,,관광특구,7,홍대,비밀의 숲 방탈출,1,2,3
POI008,,,,,,,고궁·문화유산,8,경복궁,아로마인드(향수공방),1,0,3
POI008,,,,,,,고궁·문화유산,8,경복궁,한지문화산업센터,0,2,3
POI008,,,,,,,고궁·문화유산,8,경복궁,대림미술관,0,2,3
POI009,,,,,,,고궁·문화유산,9,광화문·덕수궁,돈의문박물관마을,0,2,3
POI009,,,,,,,고궁·문화유산,9,광화문·덕수궁,세종문화회관(연극시설),1,2,3
POI009,,,,,,,고궁·문화유산,9,광화문·덕수궁,쌈지길(복합문화공간),1,2,3
POI010,,,,,,,고궁·문화유산,10,보신각,보신각,1,2,3
POI011,,,,,,,고궁·문화유산,11,서울 암사동 유적,서울 암사동 유적,1,2,3
POI012,,,,,,,고궁·문화유산,12,창덕궁·종묘,국립어린이과학관,0,2,3
POI012,,,,,,,고궁·문화유산,12,창덕궁·종묘,창경궁,0,2,3
POI012,,,,,,,고궁·문화유산,12,창덕궁·종묘,창덕궁,0,2,3
POI013,,,,,,,인구밀집지역,13,가산디지털단지역,G2 Zone 볼링장,1,2,3
POI013,,,,,,,인구밀집지역,13,가산디지털단지역,리틀서울랜드 (키즈카페실내놀이터),0,2,0
POI013,,,,,,,인구밀집지역,13,가산디지털단지역,쥬라리움(체험형 작은 동물원),0,2,0
POI014,,,,,,,인구밀집지역,14,강남역,레드버튼 보드게임카페,0,2,3
POI014,,,,,,,인구밀집지역,14,강남역,키이스케이프 강남 (방탈출),0,2,3
POI014,,,,,,,인구밀집지역,14,강남역,템플스트라이크 (볼링장),1,2,3
POI015,,,,,,,인구밀집지역,15,건대입구역,데생그리다(미술관),1,2,3
POI015,,,,,,,인구밀집지역,15,건대입구역,솔버(방탈출),1,0,3
POI015,,,,,,,인구밀집지역,15,건대입구역,커먼그라운드(복합문화공간),0,2,3
POI016,,,,,,,인구밀집지역,16,고덕역,산성골프장,0,0,3
POI016,,,,,,,인구밀집지역,16,고덕역,강동아트센터,1,2,3
POI016,,,,,,,인구밀집지역,16,고덕역,VIP탁구장,1,0,3
POI017,,,,,,,인구밀집지역,17,고속터미널역,제이앤제이테니스,0,0,3
POI017,,,,,,,인구밀집지역,17,고속터미널역,바운스트램폴린파크 반포센터,0,2,3
POI017,,,,,,,인구밀집지역,17,고속터미널역,원더볼즈플레이파크(실내놀이터),0,2,0
POI018,,,,,,,인구밀집지역,18,교대역,에코백 원데이 클래스,1,2,3
POI018,,,,,,,인구밀집지역,18,교대역,명작 모작 원데이 클래스,1,0,3
POI019,,,,,,,인구밀집지역,19,구로디지털단지역,24시 만화방,1,0,3
POI019,,,,,,,인구밀집지역,19,구로디지털단지역,코난방탈출,1,0,3
POI019,,,,,,,인구밀집지역,19,구로디지털단지역,플레이온보드게임카페(구디점) ,1,2,3
POI019,,,,,,,인구밀집지역,19,구로디지털단지역,G밸리4차산업체험관,0,2,3
POI020,,,,,,,인구밀집지역,20,구로역,MK 볼링센터,1,2,3
POI020,,,,,,,인구밀집지역,20,구로역,peakers 클라이밍(구로),1,2,3
POI020,,,,,,,인구밀집지역,20,구로역,온포인트 (공방(도자기 레터링접시)),1,0,3
POI021,,,,,,,인구밀집지역,21,군자역,키즈오토파크(체험장),0,2,0
POI021,,,,,,,인구밀집지역,21,군자역,광나루안전체험관,0,2,3
POI021,,,,,,,인구밀집지역,21,군자역,서울상상나라(박물관),0,2,3
POI022,,,,,,,인구밀집지역,22,남구로역,JK당구장,1,0,3
POI022,,,,,,,인구밀집지역,22,남구로역,환경어린이공원,0,2,0
POI023,,,,,,,인구밀집지역,23,대림역,대림중앙시장,1,2,3
POI025,,,,,,,인구밀집지역,25,뚝섬역,플라비 성수점(공방),1,0,3
POI025,,,,,,,인구밀집지역,25,뚝섬역,밑미홈(문화시설),0,2,3
POI025,,,,,,,인구밀집지역,25,뚝섬역,섬세이 테라리움(전시관),1,2,3
POI026,,,,,,,인구밀집지역,26,미아사거리역,알엔비볼링장,1,2,3
POI026,,,,,,,인구밀집지역,26,미아사거리역,펜트아이(실내놀이터),0,2,0
POI027,,,,,,,인구밀집지역,27,발산역,볼원볼링장 발산역점,1,2,3
POI027,,,,,,,인구밀집지역,27,발산역,테니스 101,0,0,3
POI027,,,,,,,인구밀집지역,27,발산역,보드게임카페 레드버튼,1,2,3
POI028,,,,,,,인구밀집지역,28,북한산우이역,우이동 산악문화HUB(VR체험장),0,2,3
POI028,,,,,,,인구밀집지역,28,북한산우이역,야크돔(실내놀이터),0,2,0
POI029,,,,,,,인구밀집지역,29,사당역,스몰월드 (보드게임),1,0,3
POI029,,,,,,,인구밀집지역,29,사당역,스트라이크존(사당역점),1,0,3
POI029,,,,,,,인구밀집지역,29,사당역,서울시립 남서울미술관,1,2,3
POI029,,,,,,,인구밀집지역,29,사당역,entry55 (재즈바공연),1,0,3
POI030,,,,,,,인구밀집지역,30,삼각지역,전쟁기념관,1,2,3
POI030,,,,,,,인구밀집지역,30,삼각지역,픽셀 퍼 인치 (독립서점),1,0,3
POI030,,,,,,,인구밀집지역,30,삼각지역,크라운해태 키즈뮤지엄,0,2,0
POI031,,,,,,,인구밀집지역,31,서울대입구역,관객의취향 (독립서점),1,0,3
POI031,,,,,,,인구밀집지역,31,서울대입구역,공부하는고양이 (고양이카페),1,0,3
POI031,,,,,,,인구밀집지역,31,서울대입구역,짱오락실,1,2,3
POI032,,,,,,,인구밀집지역,32,마곡나루역,아뜰리에 드 세라믹(공방),1,0,3
POI032,,,,,,,인구밀집지역,32,마곡나루역,헬로방방(실내놀이터),0,2,0
POI032,,,,,,,인구밀집지역,32,마곡나루역,서울식물원,1,2,3
POI033,,,,,,,인구밀집지역,33,서울역,동자아트홀(공연),1,2,3
POI033,,,,,,,인구밀집지역,33,서울역,서소문성지역사박물관,0,2,3
POI033,,,,,,,인구밀집지역,33,서울역,남대문 실탄사격장,0,2,3
POI034,,,,,,,인구밀집지역,34,선릉역,캠핑고양이 (고양이카페),0,2,3
POI034,,,,,,,인구밀집지역,34,선릉역,리드레시(향수공방),1,2,3
POI035,,,,,,,인구밀집지역,35,성신여대입구역,이스케이프시티(방탈출카페),1,0,3
POI035,,,,,,,인구밀집지역,35,성신여대입구역,공감M아트센터(연극시설),0,2,3
POI035,,,,,,,인구밀집지역,35,성신여대입구역,귄공방(향수공방),1,0,3
POI036,,,,,,,인구밀집지역,36,수유역,더트랩 수유 방탈출,0,2,3
POI036,,,,,,,인구밀집지역,36,수유역,더블유볼링,1,2,3
POI036,,,,,,,인구밀집지역,36,수유역,World Board 월드보드게임카페,1,0,3
POI037,,,,,,,인구밀집지역,37,신논현역·논현역,로빈훗 (양궁점),1,2,3
POI037,,,,,,,인구밀집지역,37,신논현역·논현역,도어이스케이프 레드 신논현점 (방탈출),1,0,3
POI037,,,,,,,인구밀집지역,37,신논현역·논현역,우리만의 팔찌 만들기,1,0,3
POI038,,,,,,,인구밀집지역,38,신도림역,손날두 플스카페,1,2,3
POI038,,,,,,,인구밀집지역,38,신도림역,벌툰 파리지앵(신도림역점) (만화방),1,0,3
POI038,,,,,,,인구밀집지역,38,신도림역,알파고 보드게임카페(신도림),1,2,3
POI039,,,,,,,인구밀집지역,39,신림역,더코드(신림점) (방탈출),1,0,3
POI039,,,,,,,인구밀집지역,39,신림역,넥스트에디션(신림점) (방탈출) ,1,0,3
POI039,,,,,,,인구밀집지역,39,신림역,레드버튼 보드게임카페,1,0,3
POI039,,,,,,,인구밀집지역,39,신림역,롤러팡팡스케이트장,1,2,3
POI040,,,,,,,인구밀집지역,40,신촌·이대역,운존 (사주카페),1,0,3
POI040,,,,,,,인구밀집지역,40,신촌·이대역,틴떼 (캔들 공방),1,0,3
POI040,,,,,,,인구밀집지역,40,신촌·이대역,세상에 단하나 나만의 향수 만들기,1,2,3
POI041,,,,,,,인구밀집지역,41,양재역,한전아트센터 (공연장),1,2,3
POI041,,,,,,,인구밀집지역,41,양재역,반지만들기 로컬 해리티나 (공방),1,0,3
POI041,,,,,,,인구밀집지역,41,양재역,에스에이세라믹 도예공방,1,0,3
POI041,,,,,,,인구밀집지역,41,양재역,세상에 하나뿐인 나만의 향수 만들기,1,2,3
POI042,,,,,,,인구밀집지역,42,역삼역,세라듀,1,0,3
POI042,,,,,,,인구밀집지역,42,역삼역,프리미어 리틀챔피언 AC호텔 (키즈카페),0,2,0
POI043,,,,,,,인구밀집지역,43,연신내역,짱구게임장(오락실),1,0,3
POI043,,,,,,,인구밀집지역,43,연신내역,방탈출 미로(방탈출카페),1,0,3
POI043,,,,,,,인구밀집지역,43,연신내역,무드필모어(향수공방),1,0,3
POI044,,,,,,,인구밀집지역,44,오목교역·목동운동장,한생연생명과학박물관,0,2,3
POI044,,,,,,,인구밀집지역,44,오목교역·목동운동장,놀숲 (목동오목교점) (만화방) ,1,0,3
POI044,,,,,,,인구밀집지역,44,오목교역·목동운동장,종합사격장,1,0,3
POI045,,,,,,,인구밀집지역,45,왕십리역,한양게임센터(오락실),1,0,3
POI045,,,,,,,인구밀집지역,45,왕십리역,더코드 왕십리점(방탈출카페),1,0,3
POI045,,,,,,,인구밀집지역,45,왕십리역,텍사스(보드게임카페),1,0,3
POI046,,,,,,,인구밀집지역,46,용산역,챔피언1250 아이파크몰,0,2,0
POI046,,,,,,,인구밀집지역,46,용산역,아모레퍼시픽미술관,1,2,3
POI046,,,,,,,인구밀집지역,46,용산역,미션브레이크 (방탈출),1,0,3
POI046,,,,,,,인구밀집지역,46,용산역,팝콘D 스퀘어 (전시 애니메이션카페),1,2,3
POI047,,,,,,,인구밀집지역,47,이태원,리움미술관,1,2,3
POI047,,,,,,,인구밀집지역,47,이태원,놀숲 (이태원점) (만화방),1,0,3
POI047,,,,,,,인구밀집지역,47,이태원,나만의 썬캐쳐 만들기,1,0,3
POI048,,,,,,,인구밀집지역,48,장지역,송파파크하비오워터킹덤워터파크,1,2,3
POI048,,,,,,,인구밀집지역,48,장지역,코코몽키즈랜드 송파점(실내놀이터),0,2,0
POI048,,,,,,,인구밀집지역,48,장지역,강남실탄사격장,1,0,3
POI049,,,,,,,인구밀집지역,49,장한평역,디엣지 아이스링크,1,2,3
POI049,,,,,,,인구밀집지역,49,장한평역,스타 레인즈 볼링장,1,2,3
POI049,,,,,,,인구밀집지역,49,장한평역,클럽롤러힐 롤러스케이트장,1,0,3
POI050,,,,,,,인구밀집지역,50,천호역,스핀볼링장,1,0,3
POI050,,,,,,,인구밀집지역,50,천호역,판타지보이 롤러클럽,1,2,3
POI050,,,,,,,인구밀집지역,50,천호역,꼬마대통령(실내놀이터),0,2,0
POI051,,,,,,,인구밀집지역,51,총신대입구(이수)역,핑크핑영화룸카페,1,0,3
POI051,,,,,,,인구밀집지역,51,총신대입구(이수)역,키득키득 라운지 (키즈카페),0,2,0
POI051,,,,,,,인구밀집지역,51,총신대입구(이수)역,크리스마스 트리 캔들 & 왁스타블렛 만들기,1,2,3
POI052,,,,,,,인구밀집지역,52,충정로역,고촌이종근기념관,0,2,3
POI053,,,,,,,인구밀집지역,53,합정역,디벙크(카페),1,0,3
POI053,,,,,,,인구밀집지역,53,합정역,스페이스 아크(갤러리),0,2,3
POI053,,,,,,,인구밀집지역,53,합정역,지스페이스홀(공연장),1,2,3
POI054,,,,,,,인구밀집지역,54,혜화역,아르코미술관,0,2,3
POI054,,,,,,,인구밀집지역,54,혜화역,귀신의 집(체험장),1,0,3
POI054,,,,,,,인구밀집지역,54,혜화역,짚풀생활사박물관,0,2,3
POI056,,,,,,,인구밀집지역,56,회기역,미플 보드게임,0,2,3
POI056,,,,,,,인구밀집지역,56,회기역,아이앤맘 키즈카페,0,2,0
POI056,,,,,,,인구밀집지역,56,회기역,다락방사주카페,1,0,3
POI058,,,,,,,인구밀집지역,58,가락시장,똑똑블럭 송파점(실내놀이터),0,2,0
POI058,,,,,,,인구밀집지역,58,가락시장,키즈마린파크(박물관),0,2,0
POI058,,,,,,,인구밀집지역,58,가락시장,원바운드테니스,0,0,3
POI059,,,,,,,발달상권,59,가로수길,올드스트리뮤지엄 (박물관),1,2,3
POI059,,,,,,,발달상권,59,가로수길,시그널헌터 가로수길점 (방탈출),1,0,3
POI059,,,,,,,발달상권,59,가로수길,하이스트리트이탈리아 (체험 전시),1,2,3
POI060,,,,,,,발달상권,60,광장(전통)시장,향기로운집 (꽃 공방),1,2,3
POI060,,,,,,,발달상권,60,광장(전통)시장,베일링 (반지공방),1,0,3
POI060,,,,,,,발달상권,60,광장(전통)시장,광장시장,1,2,3
POI061,,,,,,,발달상권,61,김포공항,롯데몰 김포공항점,1,2,3
POI061,,,,,,,발달상권,61,김포공항,다시서점 (독립서점),1,0,3
POI061,,,,,,,발달상권,61,김포공항,국립항공박물관,0,2,0
POI063,,,,,,,발달상권,63,노량진,CTS 아트홀,1,2,3
POI063,,,,,,,발달상권,63,노량진,3D플스방,1,2,3
POI063,,,,,,,발달상권,63,노량진,세대공감놀이터,1,2,3
POI064,,,,,,,발달상권,64,덕수궁길·정동길,국립현대미술관 덕수궁,1,2,3
POI064,,,,,,,발달상권,64,덕수궁길·정동길,블랙문 (보드게임카페),1,0,3
POI064,,,,,,,발달상권,64,덕수궁길·정동길,스마일코인노래방,1,2,3
POI065,,,,,,,발달상권,65,방배역 먹자골목,소마인방배 (술공방),1,0,3
POI065,,,,,,,발달상권,65,방배역 먹자골목,로얄볼링센타,1,2,3
POI065,,,,,,,발달상권,65,방배역 먹자골목,키논 목공방 (나무반지),1,0,3
POI066,,,,,,,발달상권,66,북촌한옥마을,세계장신구박물관,1,2,3
POI066,,,,,,,발달상권,66,북촌한옥마을,동림매듭공방,1,2,3
POI066,,,,,,,발달상권,66,북촌한옥마을,북촌 한옥마을,1,2,3
POI067,,,,,,,발달상권,67,서촌,냥만왈츠 (양모 공방),1,2,3
POI067,,,,,,,발달상권,67,서촌,스페이스 윌링앤딜링 (전시회),1,2,3
POI067,,,,,,,발달상권,67,서촌,히어리 (도자기 공방),1,2,3
POI068,,,,,,,발달상권,68,성수카페거리,벌툰 몽유도원 성수점 (만화방),1,0,3
POI068,,,,,,,발달상권,68,성수카페거리,플라츠 S (복합문화공간),1,2,3
POI068,,,,,,,발달상권,68,성수카페거리,레토 성수 (방탈출),1,0,3
POI070,,,,,,,발달상권,70,쌍문동 맛집거리,초안산근린공원,1,2,3
POI070,,,,,,,발달상권,70,쌍문동 맛집거리,쌍문나이스락볼링센터,1,2,3
POI070,,,,,,,발달상권,70,쌍문동 맛집거리,그날의향기(향수 공방),1,0,3
POI071,,,,,,,발달상권,71,압구정로데오거리,스마트브릭 키즈카페,0,2,0
POI071,,,,,,,발달상권,71,압구정로데오거리,테뉴에 (향수 공방),1,2,3
POI071,,,,,,,발달상권,71,압구정로데오거리,이상한 나라의 괴짜들 (미술관),0,2,3
POI072,,,,,,,발달상권,72,여의도,퍼스트비앤피 (볼링장),1,2,3
POI072,,,,,,,발달상권,72,여의도,더로드아이스링크,1,2,3
POI072,,,,,,,발달상권,72,여의도,아쿠아플라넷63,1,2,3
POI073,,,,,,,발달상권,73,연남동,반지만들기 은파은파 은공방,1,0,3
POI073,,,,,,,발달상권,73,연남동,35scent(향수 공방),1,0,3
POI073,,,,,,,발달상권,73,연남동,뜨개질닷컴(뜨개질 공방),1,2,3
POI074,,,,,,,발달상권,74,영등포 타임스퀘어,씨랄라 워터파크 (어린이들 스파),0,2,0
POI074,,,,,,,발달상권,74,영등포 타임스퀘어,205번가(방탈출),1,0,3
POI074,,,,,,,발달상권,74,영등포 타임스퀘어,주렁주렁 실내 동물원,1,2,3
POI075,,,,,,,발달상권,75,외대앞,레이지클라우드 보드게임카페,1,0,3
POI076,,,,,,,발달상권,76,용리단길,Laheen Gallery,1,0,3
POI076,,,,,,,발달상권,76,용리단길,아트스퀘어갤러리,1,0,3
POI076,,,,,,,발달상권,76,용리단길,퍼타스틱 씨어터 (공연),1,0,3
POI078,,,,,,,발달상권,78,인사동·익선동,HANDUS 한나래그릇작업실 (공방),1,2,3
POI078,,,,,,,발달상권,78,인사동·익선동,아트스페이스 이색,1,2,3
POI079,,,,,,,발달상권,79,창동 신경제 중심지,영앤링(공방),1,0,3
POI079,,,,,,,발달상권,79,창동 신경제 중심지,초안산목재문화체험장,0,2,3
POI079,,,,,,,발달상권,79,창동 신경제 중심지,서울청년센터 도봉오랑,0,2,3
POI080,,,,,,,발달상권,80,청담동 명품거리,에스파스 루이 비통 서울,1,0,3
POI080,,,,,,,발달상권,80,청담동 명품거리,글래드스톤 갤러리,1,0,3
POI080,,,,,,,발달상권,80,청담동 명품거리,김리아갤러리,1,0,3
POI081,,,,,,,발달상권,81,청량리 제기동 일대 전통시장,경동시장청년몰,0,2,3
POI081,,,,,,,발달상권,81,청량리 제기동 일대 전통시장,서울약령시한의약박물관,0,2,3
POI081,,,,,,,발달상권,81,청량리 제기동 일대 전통시장,빛담은공방(종이 레이져 공방),1,0,3
POI082,,,,,,,발달상권,82,해방촌·경리단길,해방촌,1,2,3
POI082,,,,,,,발달상권,82,해방촌·경리단길,감정선프로젝트 (인형공방),1,2,3
POI082,,,,,,,발달상권,82,해방촌·경리단길,스토리지북앤필름 (독립서점),1,2,3
POI083,,,,,,,발달상권,83,DDP(동대문디자인플라자),청계천헌책방거리,0,2,3
POI083,,,,,,,발달상권,83,DDP(동대문디자인플라자),B the B(문화공간),1,0,3
POI083,,,,,,,발달상권,83,DDP(동대문디자인플라자),테테루 뮤지엄,0,2,3
POI084,,,,,,,발달상권,84,DMC(디지털미디어시티),"보보공방 (천연비누,천연향초)",1,2,3
POI084,,,,,,,발달상권,84,DMC(디지털미디어시티),노리들노리쌤 은평점,0,2,0
POI084,,,,,,,발달상권,84,DMC(디지털미디어시티),한국영화박물관,1,2,3
POI085,,,,,,,공원,85,강서한강공원,길꽃어린이도서관,0,2,0
POI085,,,,,,,공원,85,강서한강공원,강서별빛우주과학관,0,2,3
POI086,,,,,,,공원,86,고척돔,GD볼링장,1,2,3
POI086,,,,,,,공원,86,고척돔,놀숲 고척점,1,0,3
POI086,,,,,,,공원,86,고척돔,서울아트책보고,0,2,3
POI088,,,,,,,공원,88,광화문광장,172G 갤러리,1,2,3
POI088,,,,,,,공원,88,광화문광장,대한민국역사박물관,0,2,3
POI088,,,,,,,공원,88,광화문광장,세종문화회관,1,0,3
POI089,,,,,,,공원,89,국립중앙박물관·용산가족공원,국립중앙박물관,0,2,3
POI089,,,,,,,공원,89,국립중앙박물관·용산가족공원,국립한글박물관,0,2,3
POI091,,,,,,,공원,91,남산공원,테디베어갤러리,1,2,3
POI091,,,,,,,공원,91,남산공원,헬로키티 아일랜드,1,2,3
POI096,,,,,,,공원,96,북서울꿈의숲,북서울꿈의숲,1,2,3
POI096,,,,,,,공원,96,북서울꿈의숲,상상톡톡미술관,0,2,0
POI097,,,,,,,공원,97,불광천,책방시나브로,1,2,3
POI097,,,,,,,공원,97,불광천,스페이스55,1,2,3
POI097,,,,,,,공원,97,불광천,비단산유아숲체험장,0,2,0
POI099,,,,,,,공원,99,서울광장,가을단풍길,1,2,3
POI099,,,,,,,공원,99,서울광장,전시공간리플랫,1,2,3
POI100,,,,,,,공원,100,서울대공원,국립현대미술관 과천,1,2,3
POI100,,,,,,,공원,100,서울대공원,서울대공원테마가든,1,2,3
POI100,,,,,,,공원,100,서울대공원,서울랜드,1,2,3
POI101,,,,,,,공원,101,서울숲공원,더서울라이티움,1,2,3
POI101,,,,,,,공원,101,서울숲공원,디뮤지엄,1,2,3
POI101,,,,,,,공원,101,서울숲공원,수도박물관,0,2,3
POI105,,,,,,,공원,105,여의도한강공원,여의도 이크루즈,1,2,3
POI105,,,,,,,공원,105,여의도한강공원,한강유람선 아라호,1,2,3
POI106,,,,,,,공원,106,월드컵공원,한국영화박물관,1,2,3
POI106,,,,,,,공원,106,월드컵공원,어깨동무스토리움,0,2,3
POI106,,,,,,,공원,106,월드컵공원,DMC홍보관,0,2,3
POI109,,,,,,,공원,109,잠실종합운동장,스트라이크존 서울 잠실구장,1,0,3
POI109,,,,,,,공원,109,잠실종합운동장,룸카페바니,1,0,3
POI109,,,,,,,공원,109,잠실종합운동장,아시아공원,0,2,3
POI113,,,,,,,공원,113,청와대,PKM 갤러리,0,2,3
POI113,,,,,,,공원,113,청와대,초이앤초이갤러리,1,2,3
POI113,,,,,,,공원,113,청와대, 북촌생활사박물관,0,2,3
